beer_id,beer_name,name,origin,alpha,beta,display_amount,amount,use,form,time,notes
fruit-bomb-apa,[u'Fruit Bomb APA'],[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
fruit-bomb-apa,[u'Fruit Bomb APA'],[u'Galaxy (AU)'],[u'Australia'],[u'14.15'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'5'],[]
fruit-bomb-apa,[u'Fruit Bomb APA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'2.0 oz'],[u'0.056699'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
voluptious-milk-stout,"[u'Voluptious, Milk Stout']",[u'Golding (US)'],[u'United States'],[u'5.5'],[],[u'3.3 oz'],[u'0.09355335'],[u'Boil'],[u'Pellet'],[u'60'],[]
centennial-esb-1,[u'Centennial ESB'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'14.0 g'],[u'14.0'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
centennial-esb-1,[u'Centennial ESB'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'50.0 g'],[u'50.0'],[u'Boil'],[u'Pellet'],[u'15'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
centennial-esb-1,[u'Centennial ESB'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'50.0 g'],[u'50.0'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Summit (US)'],[u'United States'],[u'17.7'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Useful for barleywines, stouts and IPAs. Alpha acid 17-19%. Trademarked.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Amarillo (US)'],[u'United States'],[u'9.3'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
permafrost-white-ipa-northern-brewer,[u'Permafrost White IPA (Northern Brewer)'],[u'Galaxy (AU)'],[u'Australia'],[u'14.15'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'20160'],[]
rosemary-orange-saison-3-gal,[u'Rosemary Orange Saison (3 gal)'],[u'Fuggle (US)'],[u'United States'],[u'5.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],[]
rosemary-orange-saison-3-gal,[u'Rosemary Orange Saison (3 gal)'],[u'UK East Kent Golding (Hopunion)'],[],[u'7.2'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'15'],[]
rosemary-orange-saison-3-gal,[u'Rosemary Orange Saison (3 gal)'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'3.4'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'5'],[]
13003-black-pepper-saison,[u'#13003 Black Pepper Saison'],[u'Centennial (US)'],[u'United States'],[u'13.0'],[],[u'30.0 g'],[u'30.0'],[u'Boil'],[u'Leaf'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
13003-black-pepper-saison,[u'#13003 Black Pepper Saison'],[u'Cascade (US)'],[u'United States'],[u'5.0'],[],[u'76.5 g'],[u'76.5'],[u'Boil'],[u'Leaf'],[u'15'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
13003-black-pepper-saison,[u'#13003 Black Pepper Saison'],[u'Cascade (US)'],[u'United States'],[u'5.0'],[],[u'76.5 g'],[u'76.5'],[u'Boil'],[u'Leaf'],[u'10'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
houblon-chouffe-aka-hopchewy,[u'Houblon Chouffe aka HopChewy'],[u'Columbus (Tomahawk)'],[],[u'14.0'],[],[u'0.740754 oz'],[u'0.021000005523'],[u'Boil'],[u'Leaf'],[u'60'],[]
houblon-chouffe-aka-hopchewy,[u'Houblon Chouffe aka HopChewy'],[u'Columbus (Tomahawk)'],[],[u'14.0'],[],[u'0.35274 oz'],[u'0.01000000263'],[u'Boil'],[u'Leaf'],[u'20'],[]
houblon-chouffe-aka-hopchewy,[u'Houblon Chouffe aka HopChewy'],[u'Czech Saaz'],[],[u'5.0'],[],[u'1.23459 oz'],[u'0.035000009204999995'],[u'Boil'],[u'Leaf'],[u'10'],[]
houblon-chouffe-aka-hopchewy,[u'Houblon Chouffe aka HopChewy'],[u'Amarillo (US)'],[u'United States'],[u'8.8'],[],[u'0.740754 oz'],[u'0.021000005523'],[u'Dry Hop'],[u'Leaf'],[u'30240'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
citra-pale-ale-124,[u'Citra Pale Ale'],[u'Magnum (US)'],[u'United States'],[u'13.1'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
citra-pale-ale-124,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-124,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.9'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-124,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'13.9'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'5'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
citra-pale-ale-124,[u'Citra Pale Ale'],[u'Citra (US)'],[u'United States'],[u'12.5'],[],[u'2.0 oz'],[u'0.056699'],[u'Dry Hop'],[u'Pellet'],[u'5760'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
session-able-ipa,[u'Session-able IPA'],[u'Willamette (US)'],[u'United States'],[u'5.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],[]
session-able-ipa,[u'Session-able IPA'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],[]
session-able-ipa,[u'Session-able IPA'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'12.6'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'25'],[]
session-able-ipa,[u'Session-able IPA'],[u'Willamette (US)'],[u'United States'],[u'5.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'25'],[]
session-able-ipa,[u'Session-able IPA'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'10.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'2'],[]
dogfish-head-punkin-clone-1,[u'Dogfish Head Punkin Clone'],[u'Hallertau (DE)'],[u'Germany'],[u'4.8'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
dogfish-head-punkin-clone-1,[u'Dogfish Head Punkin Clone'],[u'Hallertau (DE)'],[u'Germany'],[u'4.8'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'5'],[]
spjs-strong-ginger-beer-ging-arrg-beer,"[u'SPJ\'s Strong Ginger Beer (""Ging-Arrg!! Beer"")']",[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
spjs-strong-ginger-beer-ging-arrg-beer,"[u'SPJ\'s Strong Ginger Beer (""Ging-Arrg!! Beer"")']",[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
kona-coffee-stout,[u'Kona Coffee Stout'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
kona-coffee-stout,[u'Kona Coffee Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'7.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],[]
jamils-weizenbock,"[u""Jamil's Weizenbock""]",[u'Hallertau (DE)'],[u'Germany'],[u'3.8'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'60'],[]
munich-dunkel-28,[u'Munich Dunkel'],[u'Hallertau (US)'],[u'United States'],[u'4.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
munich-dunkel-28,[u'Munich Dunkel'],[u'Hallertau (US)'],[u'United States'],[u'4.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'30'],[]
english-bitter-45,[u'English Bitter'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
english-bitter-45,[u'English Bitter'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],[]
english-bitter-45,[u'English Bitter'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],[]
english-bitter-45,[u'English Bitter'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'10080'],[]
robert-burns-250th-anniversary-auld-reekie-wee-heavy-scotch-ale,"[u'Robert Burns\' 250th Anniversary ""Auld Reekie"" Wee Heavy Scotch Ale']",[u'Cascade (NZ)'],[u'New Zealand'],[u'7.2'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Leaf'],[u'60'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
robert-burns-250th-anniversary-auld-reekie-wee-heavy-scotch-ale,"[u'Robert Burns\' 250th Anniversary ""Auld Reekie"" Wee Heavy Scotch Ale']",[u'Fuggle (US)'],[u'United States'],[u'4.5'],[],[u'0.750000809033437 oz'],[u'0.021262147935693424'],[u'Boil'],[u'Leaf'],[u'50'],[]
robert-burns-250th-anniversary-auld-reekie-wee-heavy-scotch-ale,"[u'Robert Burns\' 250th Anniversary ""Auld Reekie"" Wee Heavy Scotch Ale']",[u'Fuggle (US)'],[u'United States'],[u'4.7'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'30'],[]
samuel-smith-oatmeal-stout-2,[u'Samuel Smith Oatmeal Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.3'],[],[u'1.25000134838906 oz'],[u'0.03543691322615565'],[u'Boil'],[u'Pellet'],[u'60'],[]
strawberry-wheat-7,[u'Strawberry Wheat'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'4.0'],[],[u'0.750000809033437 oz'],[u'0.021262147935693424'],[u'Boil'],[u'Pellet'],[u'60'],[]
lavender-saison,[u'Lavender Saison '],[u'Northern Brewer (US)'],[u'United States'],[u'9.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],[]
lavender-saison,[u'Lavender Saison '],[u'Golding (US)'],[u'United States'],[u'4.5'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'15'],[]
lavender-saison,[u'Lavender Saison '],[u'Saaz (US)'],[u'United States'],[u'3.75'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'15'],[]
marzen-panzer,[u'Marzen Panzer'],[u'Hallertauer Tradition (DE)'],[u'Germany'],[u'6.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'60'],[]
marzen-panzer,[u'Marzen Panzer'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'15'],[]
the-albino-white-mocha-stout,"[u""'The Albino' White Mocha Stout""]",[u'Magnum (DE)'],[u'Germany'],[u'13.1'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
vanilla-oatmeal-stout-1,[u'Vanilla Oatmeal Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'6.5'],[],[u'45.0 g'],[u'45.0'],[u'Boil'],[u'Leaf'],[u'60'],[]
chimay-red-clone-5,[u'Chimay Red Clone'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'4.0'],[],[u'1.25000134838906 oz'],[u'0.03543691322615565'],[u'Boil'],[u'Pellet'],[u'60'],[]
chimay-red-clone-5,[u'Chimay Red Clone'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'4.0'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'15'],[]
duvel-clone-4cac8f,[u'Duvel Clone'],[u'Hallertau (DE)'],[u'Germany'],[u'4.5'],[],[u'47.0 g'],[u'47.0'],[u'Boil'],[u'Pellet'],[u'60'],[]
duvel-clone-4cac8f,[u'Duvel Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.25'],[],[u'26.1 g'],[u'26.1'],[u'Boil'],[u'Pellet'],[u'10'],[]
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'3.5 oz'],[u'0.09922325'],[u'Boil'],[u'Pellet'],[u'90'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'45'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'30'],[]
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'2.5 oz'],[u'0.07087375'],[u'Boil'],[u'Pellet'],[u'0'],[]
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'0'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'17280'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'17280'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'17280'],[]
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'0.25 oz'],[u'0.007087375'],[u'Dry Hop'],[u'Pellet'],[u'7200'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.25 oz'],[u'0.007087375'],[u'Dry Hop'],[u'Pellet'],[u'7200'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
pliny-the-elder-clone-86,[u'Pliny the Elder Clone'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.25 oz'],[u'0.007087375'],[u'Dry Hop'],[u'Pellet'],[u'7200'],[]
nilssons-svart,[u'Nilssons Svart'],[u'Bramling Cross (UK)'],[u'United Kingdom'],[u'5.6'],[],[u'40.0 g'],[u'40.0'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Dual Purpose Hop developed in 1965 by Professor Salmon at Wye College, England. A cross between the Bramling goldings variety and a wild Canadian Manitoban hop. Known to impart an ""American"" aroma in some strains.']"
nilssons-svart,[u'Nilssons Svart'],[u'Bramling Cross (UK)'],[u'United Kingdom'],[u'5.6'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Dual Purpose Hop developed in 1965 by Professor Salmon at Wye College, England. A cross between the Bramling goldings variety and a wild Canadian Manitoban hop. Known to impart an ""American"" aroma in some strains.']"
nilssons-svart,[u'Nilssons Svart'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'20.0 g'],[u'20.0'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
